256,10000
217,133
50,95
5,123
217,133
133,221
217,223
223,151
223,217
89,50
89,71
133,217
133,223
133,223
5,89
89,50
133,178
223,217
17,113
89,95
5,95
148,192
223,217
223,133
50,95
217,133
100,14
95,14
95,5
217,133
133,162
95,89
178,223
50,89
89,95
178,223
5,95
89,95
95,50
178,223
178,223
223,178
223,217
133,205
217,178
94,30
89,95
96,13
178,223
223,178
5,89
217,223
223,178
89,95
58,24
217,133
187,253
145,185
5,47
223,217
178,223
192,184
143,207
133,178
94,79
81,42
89,50
217,223
5,95
95,89
217,223
5,63
133,223
95,50
89,74
5,95
95,50
217,223
95,89
89,95
223,217
50,20
95,89
50,67
50,89
133,178
223,178
223,217
217,178
178,223
133,217
5,95
89,95
133,198
89,95
217,133
178,223
5,95
217,223
94,72
133,178
178,223
89,95
223,185
133,217
95,5
178,133
223,178
89,95
133,178
169,254
133,179
133,217
133,201
89,95
217,223
5,47
223,188
123,119
178,223
217,133
133,223
133,178
95,89
89,36
178,217
95,50
5,95
95,50
223,217
133,223
5,89
50,5
5,50
133,178
133,217
95,5
223,217
50,95
133,223
217,223
217,223
217,223
133,223
89,95
5,95
228,247
178,223
133,178
217,178
217,178
133,175
89,95
95,10
217,223
133,223
5,95
89,95
50,89
100,14
50,89
95,50
95,5
178,217
95,89
223,217
50,95
217,223
5,50
89,95
133,178
223,217
95,83
50,95
217,131
89,95
178,223
89,95
121,73
50,5
253,209
50,5
217,178
178,175
95,5
178,133
95,89
95,50
50,106
223,133
223,227
217,223
217,186
50,95
20,8
5,50
133,217
89,5
223,133
5,89
89,95
89,95
95,65
89,95
223,133
89,95
89,95
95,89
133,217
133,223
89,95
89,95
217,133
217,219
95,5
217,178
89,95
95,89
178,223
5,95
223,151
223,217
95,89
223,217
5,95
5,50
95,89
217,223
178,223
223,178
89,95
89,95
95,23
125,94
133,178
192,141
50,22
50,95
95,89
217,223
160,202
50,17
223,217
253,199
143,162
223,217
89,95
95,119
133,201
95,38
5,95
217,223
50,95
217,132
89,5
50,95
223,151
217,223
178,158
223,178
178,239
89,5
217,148
95,50
148,136
89,95
133,178
143,207
133,223
95,50
133,201
178,223
